id,kode_provinsi,nama_provinsi,nama_rumah_sakit,kategori_kunjungan,jumlah_kunjungan,satuan,tahun
247,32,JAWA BARAT,RS UMUM PERMATA CIREBON,RAWAT JALAN,129833,ORANG,2019
248,32,JAWA BARAT,RS UMUM PERMATA CIREBON,RAWAT INAP,11382,ORANG,2019
249,32,JAWA BARAT,RS UMUM PERMATA CIREBON,KUNJUNGAN GANGGUAN JIWA,484,ORANG,2019
250,32,JAWA BARAT,RS UMUM DAERAH MAJALENGKA,RAWAT JALAN,0,ORANG,2019
251,32,JAWA BARAT,RS UMUM DAERAH MAJALENGKA,RAWAT INAP,0,ORANG,2019
252,32,JAWA BARAT,RS UMUM DAERAH MAJALENGKA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
253,32,JAWA BARAT,RS UMUM DAERAH CIDERES,RAWAT JALAN,0,ORANG,2019
254,32,JAWA BARAT,RS UMUM DAERAH CIDERES,RAWAT INAP,0,ORANG,2019
255,32,JAWA BARAT,RS UMUM DAERAH CIDERES,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
256,32,JAWA BARAT,RS BEDAH BUDI KASIH,RAWAT JALAN,0,ORANG,2019
257,32,JAWA BARAT,RS BEDAH BUDI KASIH,RAWAT INAP,0,ORANG,2019
258,32,JAWA BARAT,RS BEDAH BUDI KASIH,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
259,32,JAWA BARAT,RS IBU DAN ANAK MITRA PLUMBON MAJALENGKA,RAWAT JALAN,0,ORANG,2019
260,32,JAWA BARAT,RS IBU DAN ANAK MITRA PLUMBON MAJALENGKA,RAWAT INAP,0,ORANG,2019
261,32,JAWA BARAT,RS IBU DAN ANAK MITRA PLUMBON MAJALENGKA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
262,32,JAWA BARAT,RS UMUM DAERAH SUMEDANG,RAWAT JALAN,0,ORANG,2019
263,32,JAWA BARAT,RS UMUM DAERAH SUMEDANG,RAWAT INAP,0,ORANG,2019
264,32,JAWA BARAT,RS UMUM DAERAH SUMEDANG,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
265,32,JAWA BARAT,RS UMUM PAKUWON,RAWAT JALAN,0,ORANG,2019
266,32,JAWA BARAT,RS UMUM PAKUWON,RAWAT INAP,0,ORANG,2019
267,32,JAWA BARAT,RS UMUM PAKUWON,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
268,32,JAWA BARAT,RS UMUM HARAPAN KELUARGA,RAWAT JALAN,0,ORANG,2019
269,32,JAWA BARAT,RS UMUM HARAPAN KELUARGA,RAWAT INAP,0,ORANG,2019
270,32,JAWA BARAT,RS UMUM HARAPAN KELUARGA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
271,32,JAWA BARAT,RS UMUM DAERAH KAB. INDRAMAYU,RAWAT JALAN,0,ORANG,2019
272,32,JAWA BARAT,RS UMUM DAERAH KAB. INDRAMAYU,RAWAT INAP,0,ORANG,2019
273,32,JAWA BARAT,RS UMUM DAERAH KAB. INDRAMAYU,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
274,32,JAWA BARAT,RS UMUM DAERAH M.A. SENTOT PATROL,RAWAT JALAN,0,ORANG,2019
275,32,JAWA BARAT,RS UMUM DAERAH M.A. SENTOT PATROL,RAWAT INAP,0,ORANG,2019
276,32,JAWA BARAT,RS UMUM DAERAH M.A. SENTOT PATROL,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
277,32,JAWA BARAT,RS UMUM PERMATA MEDICAL CENTER,RAWAT JALAN,0,ORANG,2019
278,32,JAWA BARAT,RS UMUM PERMATA MEDICAL CENTER,RAWAT INAP,0,ORANG,2019
279,32,JAWA BARAT,RS UMUM PERMATA MEDICAL CENTER,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
280,32,JAWA BARAT,RS UMUM BHAYANGKARA INDRAMAYU,RAWAT JALAN,0,ORANG,2019
281,32,JAWA BARAT,RS UMUM BHAYANGKARA INDRAMAYU,RAWAT INAP,0,ORANG,2019
282,32,JAWA BARAT,RS UMUM BHAYANGKARA INDRAMAYU,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
283,32,JAWA BARAT,RS UMUM MM INDRAMAYU,RAWAT JALAN,0,ORANG,2019
284,32,JAWA BARAT,RS UMUM MM INDRAMAYU,RAWAT INAP,0,ORANG,2019
285,32,JAWA BARAT,RS UMUM MM INDRAMAYU,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
286,32,JAWA BARAT,RS UMUM PERTAMINA BALONGAN INDRAMAYU,RAWAT JALAN,0,ORANG,2019
287,32,JAWA BARAT,RS UMUM PERTAMINA BALONGAN INDRAMAYU,RAWAT INAP,0,ORANG,2019
288,32,JAWA BARAT,RS UMUM PERTAMINA BALONGAN INDRAMAYU,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
289,32,JAWA BARAT,RS UMUM DAERAH MURSID IBNU SYAFIUDDIN,RAWAT JALAN,0,ORANG,2019
290,32,JAWA BARAT,RS UMUM DAERAH MURSID IBNU SYAFIUDDIN,RAWAT INAP,0,ORANG,2019
291,32,JAWA BARAT,RS UMUM DAERAH MURSID IBNU SYAFIUDDIN,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
292,32,JAWA BARAT,RS UMUM SYAHID AL IRSYAD,RAWAT JALAN,0,ORANG,2019
293,32,JAWA BARAT,RS UMUM SYAHID AL IRSYAD,RAWAT INAP,0,ORANG,2019
294,32,JAWA BARAT,RS UMUM SYAHID AL IRSYAD,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
295,32,JAWA BARAT,RS IBU DAN ANAK IRHAMNA INDRAMAYU,RAWAT JALAN,0,ORANG,2019
296,32,JAWA BARAT,RS IBU DAN ANAK IRHAMNA INDRAMAYU,RAWAT INAP,0,ORANG,2019
297,32,JAWA BARAT,RS IBU DAN ANAK IRHAMNA INDRAMAYU,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
298,32,JAWA BARAT,RS MITRA PLUMBON INDRAMAYU,RAWAT JALAN,0,ORANG,2019
299,32,JAWA BARAT,RS MITRA PLUMBON INDRAMAYU,RAWAT INAP,0,ORANG,2019
300,32,JAWA BARAT,RS MITRA PLUMBON INDRAMAYU,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
301,32,JAWA BARAT,RS UMUM SENTRA MEDIKA LANGUT,RAWAT JALAN,0,ORANG,2019
302,32,JAWA BARAT,RS UMUM SENTRA MEDIKA LANGUT,RAWAT INAP,0,ORANG,2019
303,32,JAWA BARAT,RS UMUM SENTRA MEDIKA LANGUT,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
304,32,JAWA BARAT,RS UMUM DAERAH SUBANG,RAWAT JALAN,118602,ORANG,2019
305,32,JAWA BARAT,RS UMUM DAERAH SUBANG,RAWAT INAP,136588,ORANG,2019
306,32,JAWA BARAT,RS UMUM DAERAH SUBANG,KUNJUNGAN GANGGUAN JIWA,5921,ORANG,2019
307,32,JAWA BARAT,RS UMUM PTPN VIII,RAWAT JALAN,37923,ORANG,2019
308,32,JAWA BARAT,RS UMUM PTPN VIII,RAWAT INAP,11750,ORANG,2019
309,32,JAWA BARAT,RS UMUM PTPN VIII,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
310,32,JAWA BARAT,RS UMUM TNI AU LANUD SURYADARMA,RAWAT JALAN,0,ORANG,2019
311,32,JAWA BARAT,RS UMUM TNI AU LANUD SURYADARMA,RAWAT INAP,0,ORANG,2019
312,32,JAWA BARAT,RS UMUM TNI AU LANUD SURYADARMA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
313,32,JAWA BARAT,RS UMUM MUTIARA HATI,RAWAT JALAN,4127,ORANG,2019
314,32,JAWA BARAT,RS UMUM MUTIARA HATI,RAWAT INAP,1987,ORANG,2019
315,32,JAWA BARAT,RS UMUM MUTIARA HATI,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
316,32,JAWA BARAT,RS UMUM PAMANUKAN MEDICAL CENTER (PMC),RAWAT JALAN,40506,ORANG,2019
317,32,JAWA BARAT,RS UMUM PAMANUKAN MEDICAL CENTER (PMC),RAWAT INAP,10639,ORANG,2019
318,32,JAWA BARAT,RS UMUM PAMANUKAN MEDICAL CENTER (PMC),KUNJUNGAN GANGGUAN JIWA,273,ORANG,2019
319,32,JAWA BARAT,RS UMUM HAJI SYAIFUL ANWAR,RAWAT JALAN,3146,ORANG,2019
320,32,JAWA BARAT,RS UMUM HAJI SYAIFUL ANWAR,RAWAT INAP,1666,ORANG,2019
321,32,JAWA BARAT,RS UMUM HAJI SYAIFUL ANWAR,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
322,32,JAWA BARAT,RS UMUM KHARISMA,RAWAT JALAN,5861,ORANG,2019
323,32,JAWA BARAT,RS UMUM KHARISMA,RAWAT INAP,2228,ORANG,2019
324,32,JAWA BARAT,RS UMUM KHARISMA,KUNJUNGAN GANGGUAN JIWA,2,ORANG,2019
325,32,JAWA BARAT,RUMAH SAKIT BERSALIN GRHA MUTIARA,RAWAT JALAN,10043,ORANG,2019
326,32,JAWA BARAT,RUMAH SAKIT BERSALIN GRHA MUTIARA,RAWAT INAP,951,ORANG,2019
327,32,JAWA BARAT,RUMAH SAKIT BERSALIN GRHA MUTIARA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
328,32,JAWA BARAT,RS UMUM DAERAH BAYU ASIH,RAWAT JALAN,0,ORANG,2019
329,32,JAWA BARAT,RS UMUM DAERAH BAYU ASIH,RAWAT INAP,0,ORANG,2019
330,32,JAWA BARAT,RS UMUM DAERAH BAYU ASIH,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
331,32,JAWA BARAT,RS UMUM SILOAM PURWAKARTA,RAWAT JALAN,0,ORANG,2019
332,32,JAWA BARAT,RS UMUM SILOAM PURWAKARTA,RAWAT INAP,0,ORANG,2019
333,32,JAWA BARAT,RS UMUM SILOAM PURWAKARTA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
334,32,JAWA BARAT,RS UMUM DR. ABDUL RADJAK,RAWAT JALAN,0,ORANG,2019
335,32,JAWA BARAT,RS UMUM DR. ABDUL RADJAK,RAWAT INAP,0,ORANG,2019
336,32,JAWA BARAT,RS UMUM DR. ABDUL RADJAK,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
337,32,JAWA BARAT,RS IBU DAN ANAK ASRI,RAWAT JALAN,0,ORANG,2019
338,32,JAWA BARAT,RS IBU DAN ANAK ASRI,RAWAT INAP,0,ORANG,2019
339,32,JAWA BARAT,RS IBU DAN ANAK ASRI,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
340,32,JAWA BARAT,RS UMUM RAMA HADI,RAWAT JALAN,0,ORANG,2019
341,32,JAWA BARAT,RS UMUM RAMA HADI,RAWAT INAP,0,ORANG,2019
342,32,JAWA BARAT,RS UMUM RAMA HADI,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
343,32,JAWA BARAT,RS UMUM AMIRA,RAWAT JALAN,0,ORANG,2019
344,32,JAWA BARAT,RS UMUM AMIRA,RAWAT INAP,0,ORANG,2019
345,32,JAWA BARAT,RS UMUM AMIRA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
346,32,JAWA BARAT,RS IBU DAN ANAK DIAN,RAWAT JALAN,0,ORANG,2019
347,32,JAWA BARAT,RS IBU DAN ANAK DIAN,RAWAT INAP,0,ORANG,2019
348,32,JAWA BARAT,RS IBU DAN ANAK DIAN,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
349,32,JAWA BARAT,RS UMUM HOLISTIC PURWAKARTA,RAWAT JALAN,0,ORANG,2019
350,32,JAWA BARAT,RS UMUM HOLISTIC PURWAKARTA,RAWAT INAP,0,ORANG,2019
351,32,JAWA BARAT,RS UMUM HOLISTIC PURWAKARTA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
352,32,JAWA BARAT,RS UMUM BHAKTI HUSADA II PURWAKARTA,RAWAT JALAN,0,ORANG,2019
353,32,JAWA BARAT,RS UMUM BHAKTI HUSADA II PURWAKARTA,RAWAT INAP,0,ORANG,2019
354,32,JAWA BARAT,RS UMUM BHAKTI HUSADA II PURWAKARTA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
355,32,JAWA BARAT,RS UMUM KARINA MEDIKA,RAWAT JALAN,0,ORANG,2019
356,32,JAWA BARAT,RS UMUM KARINA MEDIKA,RAWAT INAP,0,ORANG,2019
357,32,JAWA BARAT,RS UMUM KARINA MEDIKA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
358,32,JAWA BARAT,RS UMUM DAERAH KARAWANG,RAWAT JALAN,93570,ORANG,2019
359,32,JAWA BARAT,RS UMUM DAERAH KARAWANG,RAWAT INAP,28091,ORANG,2019
360,32,JAWA BARAT,RS UMUM DAERAH KARAWANG,KUNJUNGAN GANGGUAN JIWA,3313,ORANG,2019
361,32,JAWA BARAT,RS UMUM BAYUKARTA,RAWAT JALAN,122823,ORANG,2019
362,32,JAWA BARAT,RS UMUM BAYUKARTA,RAWAT INAP,15257,ORANG,2019
363,32,JAWA BARAT,RS UMUM BAYUKARTA,KUNJUNGAN GANGGUAN JIWA,2235,ORANG,2019
364,32,JAWA BARAT,RS UMUM KARYA HUSADA,RAWAT JALAN,80642,ORANG,2019
365,32,JAWA BARAT,RS UMUM KARYA HUSADA,RAWAT INAP,10228,ORANG,2019
366,32,JAWA BARAT,RS UMUM KARYA HUSADA,KUNJUNGAN GANGGUAN JIWA,7470,ORANG,2019
367,32,JAWA BARAT,RS UMUM PROKLAMASI,RAWAT JALAN,45808,ORANG,2019
368,32,JAWA BARAT,RS UMUM PROKLAMASI,RAWAT INAP,10938,ORANG,2019
369,32,JAWA BARAT,RS UMUM PROKLAMASI,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
370,32,JAWA BARAT,RS UMUM ISLAM KARAWANG,RAWAT JALAN,50981,ORANG,2019
371,32,JAWA BARAT,RS UMUM ISLAM KARAWANG,RAWAT INAP,7811,ORANG,2019
372,32,JAWA BARAT,RS UMUM ISLAM KARAWANG,KUNJUNGAN GANGGUAN JIWA,14446,ORANG,2019
373,32,JAWA BARAT,RS UMUM SARASWATI,RAWAT JALAN,33178,ORANG,2019
374,32,JAWA BARAT,RS UMUM SARASWATI,RAWAT INAP,4560,ORANG,2019
375,32,JAWA BARAT,RS UMUM SARASWATI,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
376,32,JAWA BARAT,RS UMUM DELIMA ASIH SISMA MEDIKA,RAWAT JALAN,36262,ORANG,2019
377,32,JAWA BARAT,RS UMUM DELIMA ASIH SISMA MEDIKA,RAWAT INAP,8005,ORANG,2019
378,32,JAWA BARAT,RS UMUM DELIMA ASIH SISMA MEDIKA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
379,32,JAWA BARAT,RS IBU DAN ANAK DR. DJOKO PRAMONO,RAWAT JALAN,20547,ORANG,2019
380,32,JAWA BARAT,RS IBU DAN ANAK DR. DJOKO PRAMONO,RAWAT INAP,5864,ORANG,2019
381,32,JAWA BARAT,RS IBU DAN ANAK DR. DJOKO PRAMONO,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
382,32,JAWA BARAT,RS UMUM CITRA SARI HUSADA,RAWAT JALAN,170387,ORANG,2019
383,32,JAWA BARAT,RS UMUM CITRA SARI HUSADA,RAWAT INAP,21750,ORANG,2019
384,32,JAWA BARAT,RS UMUM CITRA SARI HUSADA,KUNJUNGAN GANGGUAN JIWA,5317,ORANG,2019
385,32,JAWA BARAT,RS UMUM IZZA,RAWAT JALAN,59681,ORANG,2019
386,32,JAWA BARAT,RS UMUM IZZA,RAWAT INAP,64244,ORANG,2019
387,32,JAWA BARAT,RS UMUM IZZA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
388,32,JAWA BARAT,RS UMUM MANDAYA,RAWAT JALAN,39506,ORANG,2019
389,32,JAWA BARAT,RS UMUM MANDAYA,RAWAT INAP,5962,ORANG,2019
390,32,JAWA BARAT,RS UMUM MANDAYA,KUNJUNGAN GANGGUAN JIWA,456,ORANG,2019
391,32,JAWA BARAT,RS UMUM DEWI SRI,RAWAT JALAN,210975,ORANG,2019
392,32,JAWA BARAT,RS UMUM DEWI SRI,RAWAT INAP,17945,ORANG,2019
393,32,JAWA BARAT,RS UMUM DEWI SRI,KUNJUNGAN GANGGUAN JIWA,3948,ORANG,2019
394,32,JAWA BARAT,RS UMUM LIRA MEDIKA,RAWAT JALAN,110255,ORANG,2019
395,32,JAWA BARAT,RS UMUM LIRA MEDIKA,RAWAT INAP,9645,ORANG,2019
396,32,JAWA BARAT,RS UMUM LIRA MEDIKA,KUNJUNGAN GANGGUAN JIWA,835,ORANG,2019
397,32,JAWA BARAT,RS UMUM FIKRI MEDIKA,RAWAT JALAN,18038,ORANG,2019
398,32,JAWA BARAT,RS UMUM FIKRI MEDIKA,RAWAT INAP,16754,ORANG,2019
399,32,JAWA BARAT,RS UMUM FIKRI MEDIKA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
400,32,JAWA BARAT,RS UMUM PURI ASIH,RAWAT JALAN,80240,ORANG,2019
401,32,JAWA BARAT,RS UMUM PURI ASIH,RAWAT INAP,9669,ORANG,2019
402,32,JAWA BARAT,RS UMUM PURI ASIH,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
403,32,JAWA BARAT,RS IBU DAN ANAK MITRA FAMILY,RAWAT JALAN,25923,ORANG,2019
404,32,JAWA BARAT,RS IBU DAN ANAK MITRA FAMILY,RAWAT INAP,4550,ORANG,2019
405,32,JAWA BARAT,RS IBU DAN ANAK MITRA FAMILY,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
406,32,JAWA BARAT,RS UMUM HELSA,RAWAT JALAN,47544,ORANG,2019
407,32,JAWA BARAT,RS UMUM HELSA,RAWAT INAP,5932,ORANG,2019
408,32,JAWA BARAT,RS UMUM HELSA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
409,32,JAWA BARAT,RS IBU DAN ANAK SENTUL,RAWAT JALAN,39898,ORANG,2019
410,32,JAWA BARAT,RS IBU DAN ANAK SENTUL,RAWAT INAP,3681,ORANG,2019
411,32,JAWA BARAT,RS IBU DAN ANAK SENTUL,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
412,32,JAWA BARAT,RS UMUM ROSELA,RAWAT JALAN,13650,ORANG,2019
413,32,JAWA BARAT,RS UMUM ROSELA,RAWAT INAP,3800,ORANG,2019
414,32,JAWA BARAT,RS UMUM ROSELA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
415,32,JAWA BARAT,RS UMUM SENTRAL MEDIKA,RAWAT JALAN,12788,ORANG,2019
416,32,JAWA BARAT,RS UMUM SENTRAL MEDIKA,RAWAT INAP,3611,ORANG,2019
417,32,JAWA BARAT,RS UMUM SENTRAL MEDIKA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
418,32,JAWA BARAT,RS UMUM AMANDA MITRA KELUARGA,RAWAT JALAN,2865,ORANG,2019
419,32,JAWA BARAT,RS UMUM AMANDA MITRA KELUARGA,RAWAT INAP,403,ORANG,2019
420,32,JAWA BARAT,RS UMUM AMANDA MITRA KELUARGA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
421,32,JAWA BARAT,RSUD KABUPATEN BEKASI,RAWAT JALAN,83910,ORANG,2019
422,32,JAWA BARAT,RSUD KABUPATEN BEKASI,RAWAT INAP,12681,ORANG,2019
423,32,JAWA BARAT,RSUD KABUPATEN BEKASI,KUNJUNGAN GANGGUAN JIWA,3245,ORANG,2019
424,32,JAWA BARAT,RSU PERMATA BUNDA,RAWAT JALAN,6759,ORANG,2019
425,32,JAWA BARAT,RSU PERMATA BUNDA,RAWAT INAP,964,ORANG,2019
426,32,JAWA BARAT,RSU PERMATA BUNDA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
427,32,JAWA BARAT,RSU CIBITUNG MEDIKA,RAWAT JALAN,158831,ORANG,2019
428,32,JAWA BARAT,RSU CIBITUNG MEDIKA,RAWAT INAP,20826,ORANG,2019
429,32,JAWA BARAT,RSU CIBITUNG MEDIKA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
430,32,JAWA BARAT,RSUD CABANG BUNGIN,RAWAT JALAN,1219,ORANG,2019
431,32,JAWA BARAT,RSUD CABANG BUNGIN,RAWAT INAP,26,ORANG,2019
432,32,JAWA BARAT,RSUD CABANG BUNGIN,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
433,32,JAWA BARAT,RSU BHAKTI HUSADA,RAWAT JALAN,57174,ORANG,2019
434,32,JAWA BARAT,RSU BHAKTI HUSADA,RAWAT INAP,8637,ORANG,2019
435,32,JAWA BARAT,RSU BHAKTI HUSADA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
436,32,JAWA BARAT,RSU ANNISA,RAWAT JALAN,193732,ORANG,2019
437,32,JAWA BARAT,RSU ANNISA,RAWAT INAP,17942,ORANG,2019
438,32,JAWA BARAT,RSU ANNISA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
439,32,JAWA BARAT,RSU HARAPAN KELUARGA JABABEKA,RAWAT JALAN,19713,ORANG,2019
440,32,JAWA BARAT,RSU HARAPAN KELUARGA JABABEKA,RAWAT INAP,166,ORANG,2019
441,32,JAWA BARAT,RSU HARAPAN KELUARGA JABABEKA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
442,32,JAWA BARAT,RSU MITRA KELUARGA CIKARANG,RAWAT JALAN,124467,ORANG,2019
443,32,JAWA BARAT,RSU MITRA KELUARGA CIKARANG,RAWAT INAP,8690,ORANG,2019
444,32,JAWA BARAT,RSU MITRA KELUARGA CIKARANG,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
445,32,JAWA BARAT,RSU ASRI MEDIKA,RAWAT JALAN,10869,ORANG,2019
446,32,JAWA BARAT,RSU ASRI MEDIKA,RAWAT INAP,2253,ORANG,2019
447,32,JAWA BARAT,RSU ASRI MEDIKA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
448,32,JAWA BARAT,RSU METRO HOSPITALS,RAWAT JALAN,0,ORANG,2019
449,32,JAWA BARAT,RSU METRO HOSPITALS,RAWAT INAP,0,ORANG,2019
450,32,JAWA BARAT,RSU METRO HOSPITALS,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
451,32,JAWA BARAT,RSU CIKARANG MEDIKA,RAWAT JALAN,12762,ORANG,2019
452,32,JAWA BARAT,RSU CIKARANG MEDIKA,RAWAT INAP,8005,ORANG,2019
453,32,JAWA BARAT,RSU CIKARANG MEDIKA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
454,32,JAWA BARAT,RSU SENTRA MEDIKA,RAWAT JALAN,140183,ORANG,2019
455,32,JAWA BARAT,RSU SENTRA MEDIKA,RAWAT INAP,12727,ORANG,2019
456,32,JAWA BARAT,RSU SENTRA MEDIKA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
457,32,JAWA BARAT,RSU AMANDA CIKARANG UTARA,RAWAT JALAN,39055,ORANG,2019
458,32,JAWA BARAT,RSU AMANDA CIKARANG UTARA,RAWAT INAP,4853,ORANG,2019
459,32,JAWA BARAT,RSU AMANDA CIKARANG UTARA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
460,32,JAWA BARAT,RSU PERMATA KELUARGA JABABEKA,RAWAT JALAN,87099,ORANG,2019
461,32,JAWA BARAT,RSU PERMATA KELUARGA JABABEKA,RAWAT INAP,6597,ORANG,2019
462,32,JAWA BARAT,RSU PERMATA KELUARGA JABABEKA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
463,32,JAWA BARAT,RSU KARYA MEDIKA I,RAWAT JALAN,67282,ORANG,2019
464,32,JAWA BARAT,RSU KARYA MEDIKA I,RAWAT INAP,7996,ORANG,2019
465,32,JAWA BARAT,RSU KARYA MEDIKA I,KUNJUNGAN GANGGUAN JIWA,1898,ORANG,2019
466,32,JAWA BARAT,RSU DOKTER ADAM THALIB,RAWAT JALAN,0,ORANG,2019
467,32,JAWA BARAT,RSU DOKTER ADAM THALIB,RAWAT INAP,0,ORANG,2019
468,32,JAWA BARAT,RSU DOKTER ADAM THALIB,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
469,32,JAWA BARAT,RSIA MITRA MEDIKA,RAWAT JALAN,0,ORANG,2019
470,32,JAWA BARAT,RSIA MITRA MEDIKA,RAWAT INAP,0,ORANG,2019
471,32,JAWA BARAT,RSIA MITRA MEDIKA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
472,32,JAWA BARAT,RSU BUNDA MULIA,RAWAT JALAN,0,ORANG,2019
473,32,JAWA BARAT,RSU BUNDA MULIA,RAWAT INAP,0,ORANG,2019
474,32,JAWA BARAT,RSU BUNDA MULIA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
475,32,JAWA BARAT,RSU RIDHOKA SALMA,RAWAT JALAN,37866,ORANG,2019
476,32,JAWA BARAT,RSU RIDHOKA SALMA,RAWAT INAP,7060,ORANG,2019
477,32,JAWA BARAT,RSU RIDHOKA SALMA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
478,32,JAWA BARAT,RSU SILOAM,RAWAT JALAN,145082,ORANG,2019
479,32,JAWA BARAT,RSU SILOAM,RAWAT INAP,7577,ORANG,2019
480,32,JAWA BARAT,RSU SILOAM,KUNJUNGAN GANGGUAN JIWA,86,ORANG,2019
481,32,JAWA BARAT,RSU HOSANA MEDIKA,RAWAT JALAN,0,ORANG,2019
482,32,JAWA BARAT,RSU HOSANA MEDIKA,RAWAT INAP,0,ORANG,2019
483,32,JAWA BARAT,RSU HOSANA MEDIKA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
484,32,JAWA BARAT,RSU MEDIROSA CIKARANG,RAWAT JALAN,6247,ORANG,2019
485,32,JAWA BARAT,RSU MEDIROSA CIKARANG,RAWAT INAP,2571,ORANG,2019
486,32,JAWA BARAT,RSU MEDIROSA CIKARANG,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
487,32,JAWA BARAT,RSU AMANDA CIKARANG SELATAN,RAWAT JALAN,52284,ORANG,2019
488,32,JAWA BARAT,RSU AMANDA CIKARANG SELATAN,RAWAT INAP,6117,ORANG,2019
489,32,JAWA BARAT,RSU AMANDA CIKARANG SELATAN,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
490,32,JAWA BARAT,RSU PERMATA KELUARGA LIPPO CIKARANG,RAWAT JALAN,0,ORANG,2019
491,32,JAWA BARAT,RSU PERMATA KELUARGA LIPPO CIKARANG,RAWAT INAP,0,ORANG,2019
492,32,JAWA BARAT,RSU PERMATA KELUARGA LIPPO CIKARANG,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
493,32,JAWA BARAT,RSIA GIZAR,RAWAT JALAN,0,ORANG,2019
494,32,JAWA BARAT,RSIA GIZAR,RAWAT INAP,0,ORANG,2019
495,32,JAWA BARAT,RSIA GIZAR,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
496,32,JAWA BARAT,RSU OMNI CIKARANG,RAWAT JALAN,74088,ORANG,2019
497,32,JAWA BARAT,RSU OMNI CIKARANG,RAWAT INAP,4601,ORANG,2019
498,32,JAWA BARAT,RSU OMNI CIKARANG,KUNJUNGAN GANGGUAN JIWA,336,ORANG,2019
499,32,JAWA BARAT,RSU DR IQBALI TAUFAN,RAWAT JALAN,0,ORANG,2019
