id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,nama_rumah_sakit,jumlah_tempat_tidur,satuan,tahun
205,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM HERMINA BOGOR,112.0,TEMPAT TIDUR,2019
206,32,JAWA BARAT,3271,KOTA BOGOR,BMC MAYAPADA HOSPITAL,91.0,TEMPAT TIDUR,2019
207,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM MELANIA,85.0,TEMPAT TIDUR,2019
208,32,JAWA BARAT,3271,KOTA BOGOR,RS BERSALIN PASUTRI,26.0,TEMPAT TIDUR,2019
209,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM MEDIKA DRAMAGA,92.0,TEMPAT TIDUR,2019
210,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM JULIANA,58.0,TEMPAT TIDUR,2019
211,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM UMMI,112.0,TEMPAT TIDUR,2019
212,32,JAWA BARAT,3271,KOTA BOGOR,RS IBU DAN ANAK SAWOJAJAR,20.0,TEMPAT TIDUR,2019
213,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM VANIA,74.0,TEMPAT TIDUR,2019
214,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM MULIA PAJAJARAN,91.0,TEMPAT TIDUR,2019
215,32,JAWA BARAT,3271,KOTA BOGOR,RS IBU DAN ANAK BUNDA SURYATNI,26.0,TEMPAT TIDUR,2019
216,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM SILOAM HOSPITALS BOGOR,46.0,TEMPAT TIDUR,2019
217,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM BHAYANGKARA TK IV BOGOR,16.0,TEMPAT TIDUR,2019
218,32,JAWA BARAT,3271,KOTA BOGOR,BOGOR SENIOR HOSPITAL,71.0,TEMPAT TIDUR,2019
219,32,JAWA BARAT,3271,KOTA BOGOR,RS IBU DAN ANAK NURAIDA,20.0,TEMPAT TIDUR,2019
220,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM DAERAH R SYAMSUDIN SH,536.0,TEMPAT TIDUR,2019
221,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM RIDOGALIH,50.0,TEMPAT TIDUR,2019
222,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM ASSYIFA SUKABUMI,144.0,TEMPAT TIDUR,2019
223,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM KARTIKA KASIH,86.0,TEMPAT TIDUR,2019
224,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM BHAYANGKARA SETUKPA LEMDIKPOL,114.0,TEMPAT TIDUR,2019
225,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM DAERAH AL-MULK,41.0,TEMPAT TIDUR,2019
226,32,JAWA BARAT,3273,KOTA BANDUNG,RSUP DR. HASAN SADIKIN,969.0,TEMPAT TIDUR,2019
227,32,JAWA BARAT,3273,KOTA BANDUNG,RS SANTOSA BANDUNG CENTRAL,401.0,TEMPAT TIDUR,2019
228,32,JAWA BARAT,3273,KOTA BANDUNG,RSUD KOTA BANDUNG,232.0,TEMPAT TIDUR,2019
229,32,JAWA BARAT,3273,KOTA BANDUNG,RS DR. M. SALAMUN,187.0,TEMPAT TIDUR,2019
230,32,JAWA BARAT,3273,KOTA BANDUNG,RS AL ISLAM,260.0,TEMPAT TIDUR,2019
231,32,JAWA BARAT,3273,KOTA BANDUNG,RS ST. BORROMEUS,412.0,TEMPAT TIDUR,2019
232,32,JAWA BARAT,3273,KOTA BANDUNG,RS IMMANUEL,375.0,TEMPAT TIDUR,2019
233,32,JAWA BARAT,3273,KOTA BANDUNG,RS ADVENT,254.0,TEMPAT TIDUR,2019
234,32,JAWA BARAT,3273,KOTA BANDUNG,RS HERMINA PASTEUR,136.0,TEMPAT TIDUR,2019
235,32,JAWA BARAT,3273,KOTA BANDUNG,RS SANTOSA KOPO,246.0,TEMPAT TIDUR,2019
236,32,JAWA BARAT,3273,KOTA BANDUNG,RS BHAYANGKARA SARTIKA ASIH,182.0,TEMPAT TIDUR,2019
237,32,JAWA BARAT,3273,KOTA BANDUNG,RS MUHAMMADIYAH,174.0,TEMPAT TIDUR,2019
238,32,JAWA BARAT,3273,KOTA BANDUNG,RS RAJAWALI,135.0,TEMPAT TIDUR,2019
239,32,JAWA BARAT,3273,KOTA BANDUNG,RS ST. YUSUP,240.0,TEMPAT TIDUR,2019
240,32,JAWA BARAT,3273,KOTA BANDUNG,RS PINDAD,63.0,TEMPAT TIDUR,2019
241,32,JAWA BARAT,3273,KOTA BANDUNG,RS KEBONJATI,138.0,TEMPAT TIDUR,2019
242,32,JAWA BARAT,3273,KOTA BANDUNG,RS MELINDA 2,63.0,TEMPAT TIDUR,2019
243,32,JAWA BARAT,3273,KOTA BANDUNG,RS HERMINA ARCAMANIK,111.0,TEMPAT TIDUR,2019
244,32,JAWA BARAT,3273,KOTA BANDUNG,RS SARININGSIH,74.0,TEMPAT TIDUR,2019
245,32,JAWA BARAT,3273,KOTA BANDUNG,RS BUNGSU,52.0,TEMPAT TIDUR,2019
246,32,JAWA BARAT,3273,KOTA BANDUNG,RSKIA KOTA BANDUNG,65.0,TEMPAT TIDUR,2019
247,32,JAWA BARAT,3273,KOTA BANDUNG,RSIA LIMIJATI,100.0,TEMPAT TIDUR,2019
248,32,JAWA BARAT,3273,KOTA BANDUNG,RSIA MELINDA,44.0,TEMPAT TIDUR,2019
249,32,JAWA BARAT,3273,KOTA BANDUNG,RSIA HUMANA PRIMA,56.0,TEMPAT TIDUR,2019
250,32,JAWA BARAT,3273,KOTA BANDUNG,RSIA HARAPAN BUNDA,48.0,TEMPAT TIDUR,2019
251,32,JAWA BARAT,3273,KOTA BANDUNG,RSIA GRHA BUNDA,48.0,TEMPAT TIDUR,2019
252,32,JAWA BARAT,3273,KOTA BANDUNG,RSIA AL ISLAM,25.0,TEMPAT TIDUR,2019
253,32,JAWA BARAT,3273,KOTA BANDUNG,RSKGM KOTA BANDUNG,4.0,TEMPAT TIDUR,2019
254,32,JAWA BARAT,3273,KOTA BANDUNG,RSGM UNPAD,6.0,TEMPAT TIDUR,2019
255,32,JAWA BARAT,3273,KOTA BANDUNG,RSGM MARANATHA,7.0,TEMPAT TIDUR,2019
256,32,JAWA BARAT,3273,KOTA BANDUNG,RS MATA CICENDO,104.0,TEMPAT TIDUR,2019
257,32,JAWA BARAT,3273,KOTA BANDUNG,RS MATA BANDUNG EYE CENTER,25.0,TEMPAT TIDUR,2019
258,32,JAWA BARAT,3273,KOTA BANDUNG,RS PARU DR H A ROTINSULU,122.0,TEMPAT TIDUR,2019
259,32,JAWA BARAT,3273,KOTA BANDUNG,RS BEDAH HALMAHERA,34.0,TEMPAT TIDUR,2019
260,32,JAWA BARAT,3273,KOTA BANDUNG,RS GINJAL H A HABIBIE,31.0,TEMPAT TIDUR,2019
261,32,JAWA BARAT,3274,KOTA CIREBON,RS UMUM DAERAH GUNUNG JATI,390.0,TEMPAT TIDUR,2019
262,32,JAWA BARAT,3274,KOTA CIREBON,RS UMUM TK. III CIREMAI,151.0,TEMPAT TIDUR,2019
263,32,JAWA BARAT,3274,KOTA CIREBON,RS IBU DAN ANAK PANTI ABDI DHARMA,31.0,TEMPAT TIDUR,2019
264,32,JAWA BARAT,3274,KOTA CIREBON,RS UMUM PELABUHAN CIREBON,104.0,TEMPAT TIDUR,2019
265,32,JAWA BARAT,3274,KOTA CIREBON,RS IBU DAN ANAK PUTERA BAHAGIA,96.0,TEMPAT TIDUR,2019
266,32,JAWA BARAT,3274,KOTA CIREBON,RS UMUM BUDI LUHUR,47.0,TEMPAT TIDUR,2019
267,32,JAWA BARAT,3274,KOTA CIREBON,RS UMUM BUDI ASTA,47.0,TEMPAT TIDUR,2019
268,32,JAWA BARAT,3274,KOTA CIREBON,RS UMUM MUHAMMADIYAH,13.0,TEMPAT TIDUR,2019
269,32,JAWA BARAT,3274,KOTA CIREBON,RS UMUM MEDIMAS,43.0,TEMPAT TIDUR,2019
270,32,JAWA BARAT,3274,KOTA CIREBON,RS UMUM SUMBER HURIP,70.0,TEMPAT TIDUR,2019
271,32,JAWA BARAT,3274,KOTA CIREBON,RS IBU DAN ANAK CAHAYA BUNDA,34.0,TEMPAT TIDUR,2019
272,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM DAERAH DR. CHASBULLAH ABDULMADJID,581.0,TEMPAT TIDUR,2019
273,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM MEKAR SARI BEKASI,91.0,TEMPAT TIDUR,2019
274,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM BUDI LESTARI,66.0,TEMPAT TIDUR,2019
275,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM HELSA,53.0,TEMPAT TIDUR,2019
276,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM SETO HASBADI,70.0,TEMPAT TIDUR,2019
277,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM MITRA KELUARGA BEKASI BARAT,213.0,TEMPAT TIDUR,2019
278,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM HERMINA BEKASI,244.0,TEMPAT TIDUR,2019
279,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM BHAKTI KARTINI,97.0,TEMPAT TIDUR,2019
280,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM RAWA LUMBU,107.0,TEMPAT TIDUR,2019
281,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM BELLA,86.0,TEMPAT TIDUR,2019
282,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM GRAHA JUANDA,64.0,TEMPAT TIDUR,2019
283,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM ANANDA,157.0,TEMPAT TIDUR,2019
284,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM ANNA MEDIKA,128.0,TEMPAT TIDUR,2019
285,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM CITRA HARAPAN,90.0,TEMPAT TIDUR,2019
286,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM JATI SAMPURNA,59.0,TEMPAT TIDUR,2019
287,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM ST ELISABETH,90.0,TEMPAT TIDUR,2019
288,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM ISLAM DR. SUBKI ABDULKADIR,42.0,TEMPAT TIDUR,2019
289,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM SILOAM BEKASI SEPANJANG JAYA,60.0,TEMPAT TIDUR,2019
290,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM PERMATA CIBUBUR,72.0,TEMPAT TIDUR,2019
291,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM SENTOSA,45.0,TEMPAT TIDUR,2019
292,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM PERMATA BEKASI,80.0,TEMPAT TIDUR,2019
293,32,JAWA BARAT,3275,KOTA BEKASI,RS IBU DAN ANAK KARUNIA KASIH,76.0,TEMPAT TIDUR,2019
294,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM MASMITRA,76.0,TEMPAT TIDUR,2019
295,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM JUWITA,42.0,TEMPAT TIDUR,2019
296,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM MITRA KELUARGA CIBUBUR,96.0,TEMPAT TIDUR,2019
297,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM MITRA KELUARGA BEKASI TIMUR,200.0,TEMPAT TIDUR,2019
298,32,JAWA BARAT,3275,KOTA BEKASI,RS IBU DAN ANAK SELASIH MEDIKA,29.0,TEMPAT TIDUR,2019
299,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM AWAL BROS BEKASI,195.0,TEMPAT TIDUR,2019
300,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM HERMINA GALAXY,86.0,TEMPAT TIDUR,2019
301,32,JAWA BARAT,3275,KOTA BEKASI,RSIA TAMAN HARAPAN BARU,40.0,TEMPAT TIDUR,2019
302,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM ANNA MEDIKA,106.0,TEMPAT TIDUR,2019
303,32,JAWA BARAT,3275,KOTA BEKASI,RS IBU DAN ANAK RINOVA INTAN,24.0,TEMPAT TIDUR,2019
304,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM TAMAN HARAPAN BARU,64.0,TEMPAT TIDUR,2019
305,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM KARTIKA HUSADA,67.0,TEMPAT TIDUR,2019
306,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM CIKUNIR,48.0,TEMPAT TIDUR,2019
307,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM KARYA MEDIKA BANTAR GEBANG,59.0,TEMPAT TIDUR,2019
308,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM SATRIA MEDIKA,71.0,TEMPAT TIDUR,2019
309,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM SILOAM BEKASI TIMUR,47.0,TEMPAT TIDUR,2019
310,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM AWAL BROS BEKASI TIMUR,91.0,TEMPAT TIDUR,2019
311,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM MUSTIKA MEDIKA BEKASI,24.0,TEMPAT TIDUR,2019
312,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM OMNI PEKAYON,99.0,TEMPAT TIDUR,2019
313,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM AWAL BROS BEKASI UTARA,52.0,TEMPAT TIDUR,2019
314,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM DAERAH JATISAMPURNA,27.0,TEMPAT TIDUR,2019
315,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM PONDOK GEDE,22.0,TEMPAT TIDUR,2019
316,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM DAERAH BANTAR GEBANG,73.0,TEMPAT TIDUR,2019
317,32,JAWA BARAT,3275,KOTA BEKASI,RS MITRA KELUARGA PRATAMA,24.0,TEMPAT TIDUR,2019
318,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM HARAPAN DEPOK,45.0,TEMPAT TIDUR,2019
319,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM BHAKTI YUDHA,104.0,TEMPAT TIDUR,2019
320,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM TUGU IBU,114.0,TEMPAT TIDUR,2019
321,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM PURI CINERE,120.0,TEMPAT TIDUR,2019
322,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM HERMINA DEPOK,183.0,TEMPAT TIDUR,2019
323,32,JAWA BARAT,3276,KOTA DEPOK,RS IBU DAN ANAK TUMBUH KEMBANG,66.0,TEMPAT TIDUR,2019
324,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM MEILIA,138.0,TEMPAT TIDUR,2019
325,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM BUNDA MARGONDA,64.0,TEMPAT TIDUR,2019
326,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM DAERAH KOTA DEPOK,94.0,TEMPAT TIDUR,2019
327,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM SIMPANGAN DEPOK,60.0,TEMPAT TIDUR,2019
328,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM HASANAH GRAHA AFIAH,103.0,TEMPAT TIDUR,2019
329,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM SENTRA MEDIKA,156.0,TEMPAT TIDUR,2019
330,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM MITRA KELUARGA DEPOK,131.0,TEMPAT TIDUR,2019
331,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM BHAYANGKARA BRIMOB,76.0,TEMPAT TIDUR,2019
332,32,JAWA BARAT,3276,KOTA DEPOK,RS IBU DAN ANAK ASYIFA DEPOK,28.0,TEMPAT TIDUR,2019
333,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM GRHA PERMATA IBU,104.0,TEMPAT TIDUR,2019
334,32,JAWA BARAT,3276,KOTA DEPOK,RS IBU DAN ANAK SETYA BHAKTI,24.0,TEMPAT TIDUR,2019
335,32,JAWA BARAT,3276,KOTA DEPOK,RS JANTUNG DIAGRAM,27.0,TEMPAT TIDUR,2019
336,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM PERMATA DEPOK,97.0,TEMPAT TIDUR,2019
337,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM CITRA MEDIKA DEPOK,77.0,TEMPAT TIDUR,2019
338,32,JAWA BARAT,3276,KOTA DEPOK,RSU CITRA ARAFIQ,135.0,TEMPAT TIDUR,2019
339,32,JAWA BARAT,3276,KOTA DEPOK,RS IBU DAN ANAK BUNDA ALIYAH,56.0,TEMPAT TIDUR,2019
340,32,JAWA BARAT,3276,KOTA DEPOK,RS IBU DAN ANAK BRAWIJAYA BOJONGSARI,34.0,TEMPAT TIDUR,2019
341,32,JAWA BARAT,3276,KOTA DEPOK,RS UNIVERSITAS INDONESIA,8.0,TEMPAT TIDUR,2019
342,32,JAWA BARAT,3277,KOTA CIMAHI,RS UMUM DAERAH CIBABAT,269.0,TEMPAT TIDUR,2019
343,32,JAWA BARAT,3277,KOTA CIMAHI,RS UMUM TK II DUSTIRA,447.0,TEMPAT TIDUR,2019
344,32,JAWA BARAT,3277,KOTA CIMAHI,RS UMUM MITRA KASIH,148.0,TEMPAT TIDUR,2019
345,32,JAWA BARAT,3277,KOTA CIMAHI,RS UMUM MITRA ANUGRAH LESTARI,90.0,TEMPAT TIDUR,2019
346,32,JAWA BARAT,3277,KOTA CIMAHI,RS UMUM AVISENA,68.0,TEMPAT TIDUR,2019
347,32,JAWA BARAT,3277,KOTA CIMAHI,RS UMUM KASIH BUNDA,84.0,TEMPAT TIDUR,2019
348,32,JAWA BARAT,3277,KOTA CIMAHI,RS GIGI DAN MULUT PENDIDIKAN UNJANI,3.0,TEMPAT TIDUR,2019
349,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RS UMUM DAERAH DR. SOEKARDJO,423.0,TEMPAT TIDUR,2019
350,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RS UMUM ISLAM HJ. SITI MUNIROH,29.0,TEMPAT TIDUR,2019
351,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RS UMUM JASA KARTINI,185.0,TEMPAT TIDUR,2019
352,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RS UMUM PRASETYA BUNDA,43.0,TEMPAT TIDUR,2019
353,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RS UMUM TASIK MEDIKA CITRATAMA (TMC),159.0,TEMPAT TIDUR,2019
354,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RS UMUM PERMATA BUNDA,81.0,TEMPAT TIDUR,2019
355,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RS BERSALIN UMMI,20.0,TEMPAT TIDUR,2019
356,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RS IBU DAN ANAK SAYANG BUNDA,25.0,TEMPAT TIDUR,2019
357,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RS IBU DAN ANAK WIDANINGSIH,18.0,TEMPAT TIDUR,2019
358,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RS IBU DAN ANAK DR. HJ. KARMINI EH,28.0,TEMPAT TIDUR,2019
359,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RS UMUM SYIFA MEDINA,36.0,TEMPAT TIDUR,2019
360,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RS IBU DAN ANAK BUNDA AISYAH,27.0,TEMPAT TIDUR,2019
361,32,JAWA BARAT,3279,KOTA BANJAR,RS UMUM DAERAH BANJAR,311.0,TEMPAT TIDUR,2019
362,32,JAWA BARAT,3279,KOTA BANJAR,RS UMUM MITRA IDAMAN,65.0,TEMPAT TIDUR,2019
363,32,JAWA BARAT,3279,KOTA BANJAR,RS UMUM BANJAR PATROMAN,56.0,TEMPAT TIDUR,2019
