id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kelompok_umur,jumlah_kematian,satuan,tahun
270,32,JAWA BARAT,3209,KABUPATEN CIREBON,>= 35 TAHUN,6.0,JIWA,2015
271,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,< 20 TAHUN,1.0,JIWA,2015
272,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,20-34 TAHUN,2.0,JIWA,2015
273,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,>= 35 TAHUN,2.0,JIWA,2015
274,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,< 20 TAHUN,0.0,JIWA,2015
275,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,20-34 TAHUN,2.0,JIWA,2015
276,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,>= 35 TAHUN,0.0,JIWA,2015
277,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,< 20 TAHUN,1.0,JIWA,2015
278,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,20-34 TAHUN,10.0,JIWA,2015
279,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,>= 35 TAHUN,3.0,JIWA,2015
280,32,JAWA BARAT,3213,KABUPATEN SUBANG,< 20 TAHUN,0.0,JIWA,2015
281,32,JAWA BARAT,3213,KABUPATEN SUBANG,20-34 TAHUN,4.0,JIWA,2015
282,32,JAWA BARAT,3213,KABUPATEN SUBANG,>= 35 TAHUN,3.0,JIWA,2015
283,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,< 20 TAHUN,0.0,JIWA,2015
284,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,20-34 TAHUN,2.0,JIWA,2015
285,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,>= 35 TAHUN,7.0,JIWA,2015
286,32,JAWA BARAT,3215,KABUPATEN KARAWANG,< 20 TAHUN,0.0,JIWA,2015
287,32,JAWA BARAT,3215,KABUPATEN KARAWANG,20-34 TAHUN,12.0,JIWA,2015
288,32,JAWA BARAT,3215,KABUPATEN KARAWANG,>= 35 TAHUN,7.0,JIWA,2015
289,32,JAWA BARAT,3216,KABUPATEN BEKASI,< 20 TAHUN,0.0,JIWA,2015
290,32,JAWA BARAT,3216,KABUPATEN BEKASI,20-34 TAHUN,0.0,JIWA,2015
291,32,JAWA BARAT,3216,KABUPATEN BEKASI,>= 35 TAHUN,0.0,JIWA,2015
292,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,< 20 TAHUN,2.0,JIWA,2015
293,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,20-34 TAHUN,2.0,JIWA,2015
294,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,>= 35 TAHUN,3.0,JIWA,2015
295,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,< 20 TAHUN,0.0,JIWA,2015
296,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,20-34 TAHUN,0.0,JIWA,2015
297,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,>= 35 TAHUN,0.0,JIWA,2015
298,32,JAWA BARAT,3271,KOTA BOGOR,< 20 TAHUN,0.0,JIWA,2015
299,32,JAWA BARAT,3271,KOTA BOGOR,20-34 TAHUN,1.0,JIWA,2015
300,32,JAWA BARAT,3271,KOTA BOGOR,>= 35 TAHUN,2.0,JIWA,2015
301,32,JAWA BARAT,3272,KOTA SUKABUMI,< 20 TAHUN,0.0,JIWA,2015
302,32,JAWA BARAT,3272,KOTA SUKABUMI,20-34 TAHUN,0.0,JIWA,2015
303,32,JAWA BARAT,3272,KOTA SUKABUMI,>= 35 TAHUN,0.0,JIWA,2015
304,32,JAWA BARAT,3273,KOTA BANDUNG,< 20 TAHUN,0.0,JIWA,2015
305,32,JAWA BARAT,3273,KOTA BANDUNG,20-34 TAHUN,2.0,JIWA,2015
306,32,JAWA BARAT,3273,KOTA BANDUNG,>= 35 TAHUN,5.0,JIWA,2015
307,32,JAWA BARAT,3274,KOTA CIREBON,< 20 TAHUN,1.0,JIWA,2015
308,32,JAWA BARAT,3274,KOTA CIREBON,20-34 TAHUN,1.0,JIWA,2015
309,32,JAWA BARAT,3274,KOTA CIREBON,>= 35 TAHUN,0.0,JIWA,2015
310,32,JAWA BARAT,3275,KOTA BEKASI,< 20 TAHUN,0.0,JIWA,2015
311,32,JAWA BARAT,3275,KOTA BEKASI,20-34 TAHUN,3.0,JIWA,2015
312,32,JAWA BARAT,3275,KOTA BEKASI,>= 35 TAHUN,1.0,JIWA,2015
313,32,JAWA BARAT,3276,KOTA DEPOK,< 20 TAHUN,0.0,JIWA,2015
314,32,JAWA BARAT,3276,KOTA DEPOK,20-34 TAHUN,0.0,JIWA,2015
315,32,JAWA BARAT,3276,KOTA DEPOK,>= 35 TAHUN,0.0,JIWA,2015
316,32,JAWA BARAT,3277,KOTA CIMAHI,< 20 TAHUN,1.0,JIWA,2015
317,32,JAWA BARAT,3277,KOTA CIMAHI,20-34 TAHUN,3.0,JIWA,2015
318,32,JAWA BARAT,3277,KOTA CIMAHI,>= 35 TAHUN,4.0,JIWA,2015
319,32,JAWA BARAT,3278,KOTA TASIKMALAYA,< 20 TAHUN,0.0,JIWA,2015
320,32,JAWA BARAT,3278,KOTA TASIKMALAYA,20-34 TAHUN,4.0,JIWA,2015
321,32,JAWA BARAT,3278,KOTA TASIKMALAYA,>= 35 TAHUN,5.0,JIWA,2015
322,32,JAWA BARAT,3279,KOTA BANJAR,< 20 TAHUN,0.0,JIWA,2015
323,32,JAWA BARAT,3279,KOTA BANJAR,20-34 TAHUN,1.0,JIWA,2015
324,32,JAWA BARAT,3279,KOTA BANJAR,>= 35 TAHUN,0.0,JIWA,2015
325,32,JAWA BARAT,3201,KABUPATEN BOGOR,< 20 TAHUN,3.0,JIWA,2016
326,32,JAWA BARAT,3201,KABUPATEN BOGOR,20-34 TAHUN,18.0,JIWA,2016
327,32,JAWA BARAT,3201,KABUPATEN BOGOR,>= 35 TAHUN,4.0,JIWA,2016
328,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,< 20 TAHUN,6.0,JIWA,2016
329,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,20-34 TAHUN,7.0,JIWA,2016
330,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,>= 35 TAHUN,4.0,JIWA,2016
331,32,JAWA BARAT,3203,KABUPATEN CIANJUR,< 20 TAHUN,2.0,JIWA,2016
332,32,JAWA BARAT,3203,KABUPATEN CIANJUR,20-34 TAHUN,5.0,JIWA,2016
333,32,JAWA BARAT,3203,KABUPATEN CIANJUR,>= 35 TAHUN,3.0,JIWA,2016
334,32,JAWA BARAT,3204,KABUPATEN BANDUNG,< 20 TAHUN,0.0,JIWA,2016
335,32,JAWA BARAT,3204,KABUPATEN BANDUNG,20-34 TAHUN,10.0,JIWA,2016
336,32,JAWA BARAT,3204,KABUPATEN BANDUNG,>= 35 TAHUN,3.0,JIWA,2016
337,32,JAWA BARAT,3205,KABUPATEN GARUT,< 20 TAHUN,6.0,JIWA,2016
338,32,JAWA BARAT,3205,KABUPATEN GARUT,20-34 TAHUN,4.0,JIWA,2016
339,32,JAWA BARAT,3205,KABUPATEN GARUT,>= 35 TAHUN,5.0,JIWA,2016
340,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,< 20 TAHUN,1.0,JIWA,2016
341,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,20-34 TAHUN,8.0,JIWA,2016
342,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,>= 35 TAHUN,3.0,JIWA,2016
343,32,JAWA BARAT,3207,KABUPATEN CIAMIS,< 20 TAHUN,0.0,JIWA,2016
344,32,JAWA BARAT,3207,KABUPATEN CIAMIS,20-34 TAHUN,2.0,JIWA,2016
345,32,JAWA BARAT,3207,KABUPATEN CIAMIS,>= 35 TAHUN,1.0,JIWA,2016
346,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,< 20 TAHUN,1.0,JIWA,2016
347,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,20-34 TAHUN,4.0,JIWA,2016
348,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,>= 35 TAHUN,3.0,JIWA,2016
349,32,JAWA BARAT,3209,KABUPATEN CIREBON,< 20 TAHUN,1.0,JIWA,2016
350,32,JAWA BARAT,3209,KABUPATEN CIREBON,20-34 TAHUN,10.0,JIWA,2016
351,32,JAWA BARAT,3209,KABUPATEN CIREBON,>= 35 TAHUN,2.0,JIWA,2016
352,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,< 20 TAHUN,0.0,JIWA,2016
353,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,20-34 TAHUN,1.0,JIWA,2016
354,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,>= 35 TAHUN,3.0,JIWA,2016
355,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,< 20 TAHUN,0.0,JIWA,2016
356,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,20-34 TAHUN,2.0,JIWA,2016
357,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,>= 35 TAHUN,3.0,JIWA,2016
358,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,< 20 TAHUN,2.0,JIWA,2016
359,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,20-34 TAHUN,11.0,JIWA,2016
360,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,>= 35 TAHUN,3.0,JIWA,2016
361,32,JAWA BARAT,3213,KABUPATEN SUBANG,< 20 TAHUN,1.0,JIWA,2016
362,32,JAWA BARAT,3213,KABUPATEN SUBANG,20-34 TAHUN,10.0,JIWA,2016
363,32,JAWA BARAT,3213,KABUPATEN SUBANG,>= 35 TAHUN,4.0,JIWA,2016
364,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,< 20 TAHUN,0.0,JIWA,2016
365,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,20-34 TAHUN,3.0,JIWA,2016
366,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,>= 35 TAHUN,0.0,JIWA,2016
367,32,JAWA BARAT,3215,KABUPATEN KARAWANG,< 20 TAHUN,1.0,JIWA,2016
368,32,JAWA BARAT,3215,KABUPATEN KARAWANG,20-34 TAHUN,13.0,JIWA,2016
369,32,JAWA BARAT,3215,KABUPATEN KARAWANG,>= 35 TAHUN,3.0,JIWA,2016
370,32,JAWA BARAT,3216,KABUPATEN BEKASI,< 20 TAHUN,0.0,JIWA,2016
371,32,JAWA BARAT,3216,KABUPATEN BEKASI,20-34 TAHUN,11.0,JIWA,2016
372,32,JAWA BARAT,3216,KABUPATEN BEKASI,>= 35 TAHUN,2.0,JIWA,2016
373,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,< 20 TAHUN,1.0,JIWA,2016
374,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,20-34 TAHUN,3.0,JIWA,2016
375,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,>= 35 TAHUN,2.0,JIWA,2016
376,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,< 20 TAHUN,0.0,JIWA,2016
377,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,20-34 TAHUN,1.0,JIWA,2016
378,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,>= 35 TAHUN,0.0,JIWA,2016
379,32,JAWA BARAT,3271,KOTA BOGOR,< 20 TAHUN,0.0,JIWA,2016
380,32,JAWA BARAT,3271,KOTA BOGOR,20-34 TAHUN,3.0,JIWA,2016
381,32,JAWA BARAT,3271,KOTA BOGOR,>= 35 TAHUN,0.0,JIWA,2016
382,32,JAWA BARAT,3272,KOTA SUKABUMI,< 20 TAHUN,0.0,JIWA,2016
383,32,JAWA BARAT,3272,KOTA SUKABUMI,20-34 TAHUN,1.0,JIWA,2016
384,32,JAWA BARAT,3272,KOTA SUKABUMI,>= 35 TAHUN,0.0,JIWA,2016
385,32,JAWA BARAT,3273,KOTA BANDUNG,< 20 TAHUN,0.0,JIWA,2016
386,32,JAWA BARAT,3273,KOTA BANDUNG,20-34 TAHUN,2.0,JIWA,2016
387,32,JAWA BARAT,3273,KOTA BANDUNG,>= 35 TAHUN,5.0,JIWA,2016
388,32,JAWA BARAT,3274,KOTA CIREBON,< 20 TAHUN,0.0,JIWA,2016
389,32,JAWA BARAT,3274,KOTA CIREBON,20-34 TAHUN,1.0,JIWA,2016
390,32,JAWA BARAT,3274,KOTA CIREBON,>= 35 TAHUN,0.0,JIWA,2016
391,32,JAWA BARAT,3275,KOTA BEKASI,< 20 TAHUN,0.0,JIWA,2016
392,32,JAWA BARAT,3275,KOTA BEKASI,20-34 TAHUN,5.0,JIWA,2016
393,32,JAWA BARAT,3275,KOTA BEKASI,>= 35 TAHUN,0.0,JIWA,2016
394,32,JAWA BARAT,3276,KOTA DEPOK,< 20 TAHUN,0.0,JIWA,2016
395,32,JAWA BARAT,3276,KOTA DEPOK,20-34 TAHUN,7.0,JIWA,2016
396,32,JAWA BARAT,3276,KOTA DEPOK,>= 35 TAHUN,0.0,JIWA,2016
397,32,JAWA BARAT,3277,KOTA CIMAHI,< 20 TAHUN,0.0,JIWA,2016
398,32,JAWA BARAT,3277,KOTA CIMAHI,20-34 TAHUN,2.0,JIWA,2016
399,32,JAWA BARAT,3277,KOTA CIMAHI,>= 35 TAHUN,1.0,JIWA,2016
400,32,JAWA BARAT,3278,KOTA TASIKMALAYA,< 20 TAHUN,0.0,JIWA,2016
401,32,JAWA BARAT,3278,KOTA TASIKMALAYA,20-34 TAHUN,2.0,JIWA,2016
402,32,JAWA BARAT,3278,KOTA TASIKMALAYA,>= 35 TAHUN,1.0,JIWA,2016
403,32,JAWA BARAT,3279,KOTA BANJAR,< 20 TAHUN,0.0,JIWA,2016
404,32,JAWA BARAT,3279,KOTA BANJAR,20-34 TAHUN,0.0,JIWA,2016
405,32,JAWA BARAT,3279,KOTA BANJAR,>= 35 TAHUN,1.0,JIWA,2016
406,32,JAWA BARAT,3201,KABUPATEN BOGOR,< 20 TAHUN,2.0,JIWA,2017
407,32,JAWA BARAT,3201,KABUPATEN BOGOR,20-34 TAHUN,7.0,JIWA,2017
408,32,JAWA BARAT,3201,KABUPATEN BOGOR,>= 35 TAHUN,1.0,JIWA,2017
409,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,< 20 TAHUN,2.0,JIWA,2017
410,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,20-34 TAHUN,8.0,JIWA,2017
411,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,>= 35 TAHUN,4.0,JIWA,2017
412,32,JAWA BARAT,3203,KABUPATEN CIANJUR,< 20 TAHUN,1.0,JIWA,2017
413,32,JAWA BARAT,3203,KABUPATEN CIANJUR,20-34 TAHUN,2.0,JIWA,2017
414,32,JAWA BARAT,3203,KABUPATEN CIANJUR,>= 35 TAHUN,3.0,JIWA,2017
415,32,JAWA BARAT,3204,KABUPATEN BANDUNG,< 20 TAHUN,2.0,JIWA,2017
416,32,JAWA BARAT,3204,KABUPATEN BANDUNG,20-34 TAHUN,9.0,JIWA,2017
417,32,JAWA BARAT,3204,KABUPATEN BANDUNG,>= 35 TAHUN,4.0,JIWA,2017
418,32,JAWA BARAT,3205,KABUPATEN GARUT,< 20 TAHUN,1.0,JIWA,2017
419,32,JAWA BARAT,3205,KABUPATEN GARUT,20-34 TAHUN,11.0,JIWA,2017
420,32,JAWA BARAT,3205,KABUPATEN GARUT,>= 35 TAHUN,4.0,JIWA,2017
421,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,< 20 TAHUN,3.0,JIWA,2017
422,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,20-34 TAHUN,3.0,JIWA,2017
423,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,>= 35 TAHUN,2.0,JIWA,2017
424,32,JAWA BARAT,3207,KABUPATEN CIAMIS,< 20 TAHUN,0.0,JIWA,2017
425,32,JAWA BARAT,3207,KABUPATEN CIAMIS,20-34 TAHUN,1.0,JIWA,2017
426,32,JAWA BARAT,3207,KABUPATEN CIAMIS,>= 35 TAHUN,2.0,JIWA,2017
427,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,< 20 TAHUN,0.0,JIWA,2017
428,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,20-34 TAHUN,10.0,JIWA,2017
429,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,>= 35 TAHUN,2.0,JIWA,2017
430,32,JAWA BARAT,3209,KABUPATEN CIREBON,< 20 TAHUN,0.0,JIWA,2017
431,32,JAWA BARAT,3209,KABUPATEN CIREBON,20-34 TAHUN,4.0,JIWA,2017
432,32,JAWA BARAT,3209,KABUPATEN CIREBON,>= 35 TAHUN,2.0,JIWA,2017
433,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,< 20 TAHUN,0.0,JIWA,2017
434,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,20-34 TAHUN,3.0,JIWA,2017
435,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,>= 35 TAHUN,0.0,JIWA,2017
436,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,< 20 TAHUN,0.0,JIWA,2017
437,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,20-34 TAHUN,3.0,JIWA,2017
438,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,>= 35 TAHUN,2.0,JIWA,2017
439,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,< 20 TAHUN,0.0,JIWA,2017
440,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,20-34 TAHUN,9.0,JIWA,2017
441,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,>= 35 TAHUN,2.0,JIWA,2017
442,32,JAWA BARAT,3213,KABUPATEN SUBANG,< 20 TAHUN,0.0,JIWA,2017
443,32,JAWA BARAT,3213,KABUPATEN SUBANG,20-34 TAHUN,3.0,JIWA,2017
444,32,JAWA BARAT,3213,KABUPATEN SUBANG,>= 35 TAHUN,3.0,JIWA,2017
445,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,< 20 TAHUN,0.0,JIWA,2017
446,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,20-34 TAHUN,6.0,JIWA,2017
447,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,>= 35 TAHUN,3.0,JIWA,2017
448,32,JAWA BARAT,3215,KABUPATEN KARAWANG,< 20 TAHUN,2.0,JIWA,2017
449,32,JAWA BARAT,3215,KABUPATEN KARAWANG,20-34 TAHUN,14.0,JIWA,2017
450,32,JAWA BARAT,3215,KABUPATEN KARAWANG,>= 35 TAHUN,1.0,JIWA,2017
451,32,JAWA BARAT,3216,KABUPATEN BEKASI,< 20 TAHUN,0.0,JIWA,2017
452,32,JAWA BARAT,3216,KABUPATEN BEKASI,20-34 TAHUN,2.0,JIWA,2017
453,32,JAWA BARAT,3216,KABUPATEN BEKASI,>= 35 TAHUN,0.0,JIWA,2017
454,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,< 20 TAHUN,2.0,JIWA,2017
455,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,20-34 TAHUN,9.0,JIWA,2017
456,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,>= 35 TAHUN,3.0,JIWA,2017
457,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,< 20 TAHUN,0.0,JIWA,2017
458,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,20-34 TAHUN,0.0,JIWA,2017
459,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,>= 35 TAHUN,0.0,JIWA,2017
460,32,JAWA BARAT,3271,KOTA BOGOR,< 20 TAHUN,0.0,JIWA,2017
461,32,JAWA BARAT,3271,KOTA BOGOR,20-34 TAHUN,2.0,JIWA,2017
462,32,JAWA BARAT,3271,KOTA BOGOR,>= 35 TAHUN,0.0,JIWA,2017
463,32,JAWA BARAT,3272,KOTA SUKABUMI,< 20 TAHUN,0.0,JIWA,2017
464,32,JAWA BARAT,3272,KOTA SUKABUMI,20-34 TAHUN,1.0,JIWA,2017
465,32,JAWA BARAT,3272,KOTA SUKABUMI,>= 35 TAHUN,2.0,JIWA,2017
466,32,JAWA BARAT,3273,KOTA BANDUNG,< 20 TAHUN,1.0,JIWA,2017
467,32,JAWA BARAT,3273,KOTA BANDUNG,20-34 TAHUN,2.0,JIWA,2017
468,32,JAWA BARAT,3273,KOTA BANDUNG,>= 35 TAHUN,0.0,JIWA,2017
469,32,JAWA BARAT,3274,KOTA CIREBON,< 20 TAHUN,0.0,JIWA,2017
470,32,JAWA BARAT,3274,KOTA CIREBON,20-34 TAHUN,1.0,JIWA,2017
471,32,JAWA BARAT,3274,KOTA CIREBON,>= 35 TAHUN,0.0,JIWA,2017
472,32,JAWA BARAT,3275,KOTA BEKASI,< 20 TAHUN,0.0,JIWA,2017
473,32,JAWA BARAT,3275,KOTA BEKASI,20-34 TAHUN,2.0,JIWA,2017
474,32,JAWA BARAT,3275,KOTA BEKASI,>= 35 TAHUN,0.0,JIWA,2017
475,32,JAWA BARAT,3276,KOTA DEPOK,< 20 TAHUN,1.0,JIWA,2017
476,32,JAWA BARAT,3276,KOTA DEPOK,20-34 TAHUN,1.0,JIWA,2017
477,32,JAWA BARAT,3276,KOTA DEPOK,>= 35 TAHUN,2.0,JIWA,2017
478,32,JAWA BARAT,3277,KOTA CIMAHI,< 20 TAHUN,1.0,JIWA,2017
479,32,JAWA BARAT,3277,KOTA CIMAHI,20-34 TAHUN,0.0,JIWA,2017
480,32,JAWA BARAT,3277,KOTA CIMAHI,>= 35 TAHUN,1.0,JIWA,2017
481,32,JAWA BARAT,3278,KOTA TASIKMALAYA,< 20 TAHUN,0.0,JIWA,2017
482,32,JAWA BARAT,3278,KOTA TASIKMALAYA,20-34 TAHUN,6.0,JIWA,2017
483,32,JAWA BARAT,3278,KOTA TASIKMALAYA,>= 35 TAHUN,1.0,JIWA,2017
484,32,JAWA BARAT,3279,KOTA BANJAR,< 20 TAHUN,0.0,JIWA,2017
485,32,JAWA BARAT,3279,KOTA BANJAR,20-34 TAHUN,0.0,JIWA,2017
486,32,JAWA BARAT,3279,KOTA BANJAR,>= 35 TAHUN,2.0,JIWA,2017
487,32,JAWA BARAT,3201,KABUPATEN BOGOR,< 20 TAHUN,2.0,JIWA,2018
488,32,JAWA BARAT,3201,KABUPATEN BOGOR,20-34 TAHUN,2.0,JIWA,2018
489,32,JAWA BARAT,3201,KABUPATEN BOGOR,>= 35 TAHUN,1.0,JIWA,2018
490,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,< 20 TAHUN,0.0,JIWA,2018
491,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,20-34 TAHUN,5.0,JIWA,2018
492,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,>= 35 TAHUN,3.0,JIWA,2018
493,32,JAWA BARAT,3203,KABUPATEN CIANJUR,< 20 TAHUN,1.0,JIWA,2018
494,32,JAWA BARAT,3203,KABUPATEN CIANJUR,20-34 TAHUN,4.0,JIWA,2018
495,32,JAWA BARAT,3203,KABUPATEN CIANJUR,>= 35 TAHUN,0.0,JIWA,2018
496,32,JAWA BARAT,3204,KABUPATEN BANDUNG,< 20 TAHUN,0.0,JIWA,2018
497,32,JAWA BARAT,3204,KABUPATEN BANDUNG,20-34 TAHUN,5.0,JIWA,2018
498,32,JAWA BARAT,3204,KABUPATEN BANDUNG,>= 35 TAHUN,2.0,JIWA,2018
499,32,JAWA BARAT,3205,KABUPATEN GARUT,< 20 TAHUN,1.0,JIWA,2018
500,32,JAWA BARAT,3205,KABUPATEN GARUT,20-34 TAHUN,6.0,JIWA,2018
501,32,JAWA BARAT,3205,KABUPATEN GARUT,>= 35 TAHUN,3.0,JIWA,2018
502,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,< 20 TAHUN,0.0,JIWA,2018
503,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,20-34 TAHUN,9.0,JIWA,2018
504,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,>= 35 TAHUN,2.0,JIWA,2018
505,32,JAWA BARAT,3207,KABUPATEN CIAMIS,< 20 TAHUN,0.0,JIWA,2018
506,32,JAWA BARAT,3207,KABUPATEN CIAMIS,20-34 TAHUN,3.0,JIWA,2018
507,32,JAWA BARAT,3207,KABUPATEN CIAMIS,>= 35 TAHUN,0.0,JIWA,2018
508,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,< 20 TAHUN,3.0,JIWA,2018
509,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,20-34 TAHUN,2.0,JIWA,2018
510,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,>= 35 TAHUN,1.0,JIWA,2018
511,32,JAWA BARAT,3209,KABUPATEN CIREBON,< 20 TAHUN,2.0,JIWA,2018
512,32,JAWA BARAT,3209,KABUPATEN CIREBON,20-34 TAHUN,8.0,JIWA,2018
513,32,JAWA BARAT,3209,KABUPATEN CIREBON,>= 35 TAHUN,2.0,JIWA,2018
514,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,< 20 TAHUN,0.0,JIWA,2018
515,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,20-34 TAHUN,2.0,JIWA,2018
516,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,>= 35 TAHUN,1.0,JIWA,2018
517,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,< 20 TAHUN,0.0,JIWA,2018
518,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,20-34 TAHUN,2.0,JIWA,2018
519,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,>= 35 TAHUN,3.0,JIWA,2018
520,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,< 20 TAHUN,0.0,JIWA,2018
521,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,20-34 TAHUN,9.0,JIWA,2018
522,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,>= 35 TAHUN,8.0,JIWA,2018
523,32,JAWA BARAT,3213,KABUPATEN SUBANG,< 20 TAHUN,0.0,JIWA,2018
524,32,JAWA BARAT,3213,KABUPATEN SUBANG,20-34 TAHUN,3.0,JIWA,2018
525,32,JAWA BARAT,3213,KABUPATEN SUBANG,>= 35 TAHUN,2.0,JIWA,2018
526,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,< 20 TAHUN,0.0,JIWA,2018
527,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,20-34 TAHUN,8.0,JIWA,2018
528,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,>= 35 TAHUN,1.0,JIWA,2018
529,32,JAWA BARAT,3215,KABUPATEN KARAWANG,< 20 TAHUN,3.0,JIWA,2018
530,32,JAWA BARAT,3215,KABUPATEN KARAWANG,20-34 TAHUN,6.0,JIWA,2018
531,32,JAWA BARAT,3215,KABUPATEN KARAWANG,>= 35 TAHUN,3.0,JIWA,2018
532,32,JAWA BARAT,3216,KABUPATEN BEKASI,< 20 TAHUN,0.0,JIWA,2018
533,32,JAWA BARAT,3216,KABUPATEN BEKASI,20-34 TAHUN,0.0,JIWA,2018
534,32,JAWA BARAT,3216,KABUPATEN BEKASI,>= 35 TAHUN,0.0,JIWA,2018
535,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,< 20 TAHUN,1.0,JIWA,2018
536,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,20-34 TAHUN,2.0,JIWA,2018
537,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,>= 35 TAHUN,2.0,JIWA,2018
