type_operasi,area_operasi,jumlah_bus,jumlah_penumpang
Puskesmas Senen,RS Wisma Atlet,1,13
Psukesmas Setiabudi (2),RS Wisma Atlet,1,14
Puskesmas Kelapa Gading,RS Wisma Atlet,1,5
Puskesmas Sawah Besar,RS Wisma Atlet,1,11
Puskesmas Penjaringan,RS Wisma Atlet,1,13
Puskesmas Pasar Minggu,RS Wisma Atlet,1,14
Puskesmas Pasar Minggu (2),RS Wisma Atlet,1,12
Puskesmas Cilincing,RS Wisma Atlet,1,15
Puskesmas Duren Sawit,RS Wisma Atlet,1,9
Puskesmas Tanah Abang,RS Wisma Atlet,1,9
Puskesmas Pulogadung,RS Wisma Atlet,1,12
RS KKO Cilandak,RS Wisma Atlet,1,15
Puskesmas Cempaka Putih,RS Wisma Atlet,1,7
Puskesmas Koja,RS Wisma Atlet,1,13
Puskesmas Koja (2),RS Wisma Atlet,1,29
RS KKO Cilandak,RS Wisma Atlet,1,8
Puskesmas Kelapa Gading,RS Wisma Atlet,1,15
Puskesmas Setiabudi,RS Wisma Atlet,1,25
Puskesmas Cilincing,RS Wisma Atlet,1,15
Puskesmas Grogol Petamburan,RS Wisma Atlet,1,17
Puskesmas Cilandak,RS Wisma Atlet,1,8
Puskesmas Matraman,RS Wisma Atlet,1,13
Puskesmas Pancoran,RS Wisma Atlet,1,14
Puskesmas Jatinegara,RS Wisma Atlet,1,12
Puskesmas Cilincing,RS Wisma Atlet,1,20
Puskesmas Pulogadung,RS Wisma Atlet,1,17
Puskesmas Makasar,RS Wisma Atlet,1,7
Puskesmas Pasar Minggu,RS Wisma Atlet,1,11
Puskesmas Koja,RS Wisma Atlet,1,9
Puskesmas Koja (2),RS Wisma Atlet,1,6
Puskesmas Palmerah ,RS Wisma Atlet,1,13
Puskesmas Kelapa Gading,RS Wisma Atlet,1,10
Puskesmas Grogol Petamburan,RS Wisma Atlet,1,7
Puskesmas Kebon Jeruk,RS Wisma Atlet,1,8
Puskesmas Cipayung,RS Wisma Atlet,1,11
Puskesmas Tebet,RS Wisma Atlet,1,10
Puskesmas Duren Sawit,RS Wisma Atlet,1,9
Puskesmas Senen,RS Wisma Atlet,1,20
Puskesmas Kembangan,RS Wisma Atlet,1,10
Puskesmas Pancoran,RS Wisma Atlet,1,14
Puskesmas Jatinegara,RS Wisma Atlet,1,13
Puskesmas Penjaringan,RS Wisma Atlet,1,17
Puskesmas Tanah Abang,RS Wisma Atlet,1,10
Puskesmas Cempaka Putih,RS Wisma Atlet,1,8
Puskesmas Pasar Minggu,RS Wisma Atlet,1,16
